Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
A9-9425 SoC,Stoney Ridge,2,3.1 to 3.7 GHz,Socket FT4,28 nm,,15 W,"May 31st, 2016"
A10-7860K,Godaveri,4,3.6 to 4 GHz,Socket FM2+,28 nm,,65 W,"Feb 2nd, 2016"
A6-7470K,Godaveri,2,3.7 to 4 GHz,Socket FM2+,28 nm,,65 W,"Feb 2nd, 2016"
Athlon X4 845,Carrizo,4,3.5 to 3.8 GHz,Socket FM2+,28 nm,,65 W,"Feb 2nd, 2016"
Opteron A1120,Seattle,4,1700 MHz,Socket SP1,28 nm,8MB,25 W,"Jan 14th, 2016"
Opteron A1150,Seattle,8,1700 MHz,Socket SP1,28 nm,8MB,32 W,"Jan 14th, 2016"
Opteron A1170,Seattle,8,2000 MHz,Socket SP1,28 nm,8MB,32 W,"Jan 14th, 2016"
A10-7890K,Godaveri,4,4 to 4.3 GHz,Socket FM2+,28 nm,,95 W,"Jan 11th, 2016"
Xeon Phi 7210,Knights Landing,64 / 256,1300 to 1500 MHz,Socket 3647,14 nm,,215 W,"Jun 20th, 2016"
Xeon Phi 7210F,Knights Landing,64 / 256,1300 to 1500 MHz,Socket 3647,14 nm,,230 W,"Jun 20th, 2016"
Xeon Phi 7230,Knights Landing,64 / 256,1300 to 1500 MHz,Socket 3647,14 nm,,215 W,"Jun 20th, 2016"
Xeon Phi 7230F,Knights Landing,64 / 256,1300 to 1500 MHz,Socket 3647,14 nm,,230 W,"Jun 20th, 2016"
Xeon Phi 7250,Knights Landing,68 / 272,1400 to 1600 MHz,Socket 3647,14 nm,,215 W,"Jun 20th, 2016"
Xeon Phi 7250F,Knights Landing,68 / 272,1400 to 1600 MHz,Socket 3647,14 nm,,230 W,"Jun 20th, 2016"
Xeon Phi 7290,Knights Landing,72 / 288,1500 to 1700 MHz,Socket 3647,14 nm,,245 W,"Jun 20th, 2016"
Xeon Phi 7290F,Knights Landing,72 / 288,1500 to 1700 MHz,Socket 3647,14 nm,,260 W,"Jun 20th, 2016"
Core i7-6800K,Broadwell-E,6 / 12,3.4 to 3.8 GHz,Socket 2011-3,14 nm,15MB,140 W,"May 31st, 2016"
Core i7-6850K,Broadwell-E,6 / 12,3.6 to 3.8 GHz,Socket 2011-3,14 nm,15MB,140 W,"May 31st, 2016"
Core i7-6900K,Broadwell-E,8 / 16,3.2 to 3.7 GHz,Socket 2011-3,14 nm,20MB,140 W,"May 31st, 2016"
Core i7-6950X,Broadwell-E,10 / 20,3 to 3.5 GHz,Socket 2011-3,14 nm,25MB,140 W,"May 31st, 2016"
Xeon D-1557,Broadwell,12 / 24,1.5 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,"Feb 24th, 2016"
Xeon D-1567,Broadwell,12 / 24,2.1 to 2.7 GHz,BGA 1667,14 nm,1.5MB,65 W,"Feb 24th, 2016"
Xeon D-1571,Broadwell,16 / 32,1.3 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,"Feb 24th, 2016"
Xeon D-1577,Broadwell,16 / 32,1.3 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,"Feb 24th, 2016"
Xeon D-1581,Broadwell,16 / 32,1.8 to 2.4 GHz,BGA 1667,14 nm,1.5MB,65 W,"Feb 24th, 2016"
Xeon D-1587,Broadwell,16 / 32,1.7 to 2.3 GHz,BGA 1667,14 nm,1.5MB,65 W,"Feb 24th, 2016"
Core i5-6350HQ,Skylake-H,4,2.3 to 3.2 GHz,BGA 1440,14 nm,6MB,45 W,"Jan 24th, 2016"
Ryzen 5 2500U,Raven Ridge,4 / 8,2 to 3.6 GHz,Socket FP5,14 nm,4MB,15 W,"Oct 26th, 2017"
Ryzen 7 2700U,Raven Ridge,4 / 8,2.2 to 3.8 GHz,Socket FP5,14 nm,4MB,15 W,"Oct 26th, 2017"
Ryzen 7 PRO 2700U,Raven Ridge,4 / 8,2.2 to 3.8 GHz,Socket FP5,14 nm,4MB,15 W,"Oct 26th, 2017"
Ryzen Threadripper 1900,Zen,8 / 16,3.1 to 3.7 GHz,Socket SP3r2,14 nm,32MB,125 W,"Aug 31st, 2017"
Ryzen Threadripper 1900X,Zen,8 / 16,3.8 to 4 GHz,Socket SP3r2,14 nm,32MB,125 W,"Aug 31st, 2017"
Ryzen Threadripper 1920X,Zen,12 / 24,3.5 to 4.2 GHz,Socket SP3r2,14 nm,32MB,180 W,"Aug 10th, 2017"
Ryzen Threadripper 1950X,Zen,16 / 32,3.4 to 4 GHz,Socket SP3r2,14 nm,32MB,180 W,"Aug 10th, 2017"
Ryzen Threadripper 1920,Zen,12 / 24,3.2 to 3.8 GHz,Socket SP3r2,14 nm,32MB,140 W,"Jul 29th, 2017"
Ryzen Threadripper 1940,Zen,14 / 28,3.2 to 3.7 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
Ryzen Threadripper 1940X,Zen,14 / 28,3.5 to 4 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
Ryzen Threadripper 1950,Zen,16 / 32,3.2 GHz,Socket SP3r2,14 nm,32MB,180 W,"Jul 29th, 2017"
A10-9700,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
A10-9700E,Bristol Ridge,4,3 to 3.5 GHz,Socket AM4,28 nm,,35 W,"Jul 27th, 2017"
A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28 nm,,35 W,"Jul 27th, 2017"
A6-9550,Bristol Ridge,2,3.8 to 4 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
Athlon X4 940,Bristol Ridge,4,3.2 to 3.6 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
Athlon X4 950,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
Athlon X4 970,Bristol Ridge,4,3.8 to 4 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017"
PRO A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28 nm,,35 W,"Jul 27th, 2017"
Ryzen 3 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
Ryzen 3 1300X,Zen,4,3.4 to 3.7 GHz,Socket AM4,14 nm,8MB,65 W,"Jul 27th, 2017"
EPYC 7251,Naples,8 / 16,2.1 to 2.9 GHz,Socket SP3,14 nm,32MB,120 W,"Jun 29th, 2017"
EPYC 7281,Naples,16 / 32,2.1 to 2.7 GHz,Socket SP3,14 nm,32MB,170 W,"Jun 29th, 2017"
EPYC 7301,Naples,16 / 32,2.2 to 2.7 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7351,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7351P,Naples,16 / 32,2.4 to 2.9 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7401,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7401P,Naples,24 / 48,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7451,Naples,24 / 48,2.3 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
EPYC 7501,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,170 W,"Jun 29th, 2017"
EPYC 7551,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
EPYC 7551P,Naples,32 / 64,2 to 3 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
EPYC 7601,Naples,32 / 64,2.2 to 3.2 GHz,Socket SP3,14 nm,64MB,180 W,"Jun 29th, 2017"
Ryzen 3 PRO 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
Ryzen 3 PRO 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14 nm,8MB,65 W,"Jun 29th, 2017"
Ryzen 5 PRO 1500,Zen,4 / 8,3.5 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
Ryzen 5 PRO 1600,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
Ryzen 7 PRO 1700,Zen,8 / 16,3 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Jun 29th, 2017"
Ryzen 7 PRO 1700X,Zen,8 / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,"Jun 29th, 2017"
Ryzen 3 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
Ryzen 5 1400,Zen,4 / 8,3.2 to 3.4 GHz,Socket AM4,14 nm,8MB,65 W,"Apr 11th, 2017"
Ryzen 5 1500X,Zen,4 / 8,3.5 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
Ryzen 5 1600,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,14 nm,16MB,65 W,"Apr 11th, 2017"
Ryzen 5 1600X,Zen,6 / 12,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,"Apr 11th, 2017"
Ryzen 7 1700,Zen,8 / 16,3 to 3.7 GHz,Socket AM4,14 nm,16MB,65 W,"Mar 2nd, 2017"
Ryzen 7 1700X,Zen,8 / 16,3.4 to 3.8 GHz,Socket AM4,14 nm,16MB,95 W,"Mar 2nd, 2017"
Ryzen 7 1800X,Zen,8 / 16,3.6 to 4 GHz,Socket AM4,14 nm,16MB,95 W,"Mar 2nd, 2017"
Pentium Silver J5005,Coffee Lake,4,1.5 to 2.4 GHz,BGA 1090,14 nm,,10 W,"Dec 1st, 2017"
Xeon Phi 7235,Knights Mill,64 / 256,1300 to 1400 MHz,Socket 3647,14 nm,,250 W,"Dec 1st, 2017"
Xeon Phi 7285,Knights Mill,68 / 272,1300 to 1400 MHz,Socket 3647,14 nm,,250 W,"Dec 1st, 2017"
Xeon Phi 7295,Knights Mill,72 / 288,1500 to 1600 MHz,Socket 3647,14 nm,,320 W,"Dec 1st, 2017"
Core i3-8100,Coffee Lake,4,2.8 to 3.6 GHz,Socket 1151,14 nm,6MB,62 W,"Oct 5th, 2017"
Core i3-8350K,Coffee Lake,4,4 GHz,Socket 1151,14 nm,8MB,91 W,"Oct 5th, 2017"
Core i5-8400,Coffee Lake,6,2.8 to 4 GHz,Socket 1151,14 nm,9MB,65 W,"Oct 5th, 2017"
Core i5-8600K,Coffee Lake,6,3.6 to 4.3 GHz,Socket 1151,14 nm,9MB,95 W,"Oct 5th, 2017"
Core i7-8700K,Coffee Lake,6 / 12,3.7 to 4.7 GHz,Socket 1151,14 nm,12MB,95 W,"Oct 5th, 2017"
Core i3-7360X,Kaby Lake,2 / 4,4.3 GHz,Socket 2066,14 nm,4MB,112 W,"Oct 3rd, 2017"
Xeon W-2195,Skylake-W,18 / 36,2.3 to 4.3 GHz,Socket 2066,14 nm,24.75MB,140 W,"Sep 29th, 2017"
Core i9-7920X,Skylake-X,12 / 24,2.9 to 4.4 GHz,Socket 2066,14 nm,16.5MB,140 W,"Sep 10th, 2017"
Core i9-7940X,Skylake-X,14 / 28,3.1 to 4.4 GHz,Socket 2066,14 nm,19.25MB,165 W,"Sep 1st, 2017"
Core i9-7960X,Skylake-X,16 / 32,2.8 to 4.4 GHz,Socket 2066,14 nm,22MB,165 W,"Sep 1st, 2017"
Core i9-7980XE,Skylake-X,18 / 36,2.6 to 4.4 GHz,Socket 2066,14 nm,24.75MB,165 W,"Sep 1st, 2017"
Core i5-8250U,Kaby Lake-R,4 / 8,1.6 to 3.4 GHz,BGA 1356,14 nm,6MB,15 W,"Aug 21st, 2017"
Core i5-8350U,Kaby Lake-R,4 / 8,1.7 to 3.6 GHz,BGA 1356,14 nm,6MB,15 W,"Aug 21st, 2017"
Core i7-8550U,Kaby Lake-R,4 / 8,1.8 to 4 GHz,BGA 1356,14 nm,8MB,15 W,"Aug 21st, 2017"
Core i7-8650U,Kaby Lake-R,4 / 8,1.9 to 4.2 GHz,BGA 1356,14 nm,8MB,15 W,"Aug 21st, 2017"
Xeon E3-1285 v6,Kaby Lake-DT,4 / 8,4.1 to 4.5 GHz,Socket 1151,14 nm,8MB,79 W,"Aug 1st, 2017"
Core i3-7120,Kaby Lake,2 / 4,4 GHz,Socket 1151,14 nm,3MB,51 W,"Jul 17th, 2017"
Core i3-7120T,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,3MB,35 W,"Jul 17th, 2017"
Core i3-7320T,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,4MB,35 W,"Jul 17th, 2017"
Core i3-7340,Kaby Lake,2 / 4,4.2 GHz,Socket 1151,14 nm,4MB,51 W,"Jul 17th, 2017"
Xeon Bronze 3106,Skylake-SP,8,2.1 to 3 GHz,Socket 3647,14 nm,11MB,85 W,"Jul 11th, 2017"
Xeon Gold 6154,Skylake-SP,18 / 36,3 to 3.7 GHz,Socket 3647,14 nm,24.75MB,200 W,"Jul 11th, 2017"
Xeon Platinum 8180,Skylake-SP,28 / 56,2.5 to 3.8 GHz,Socket 3647,14 nm,38.5MB,205 W,"Jul 11th, 2017"
Xeon Platinum 8180M,Skylake-SP,28 / 56,2.5 to 3.8 GHz,Socket 3647,14 nm,38.5MB,205 W,"Jul 11th, 2017"
Xeon Silver 4116,Skylake-SP,12 / 24,2.1 to 3 GHz,Socket 3647,14 nm,16.5MB,85 W,"Jul 11th, 2017"
Core i5-7640X,Kaby Lake-X,4,3.9 to 4.3 GHz,Socket 2066,14 nm,6MB,112 W,"Jun 26th, 2017"
Core i7-7740X,Kaby Lake-X,4 / 8,4.3 to 4.6 GHz,Socket 2066,14 nm,8MB,112 W,"Jun 26th, 2017"
Core i7-7800X,Skylake-X,6 / 12,3.5 to 4 GHz,Socket 2066,14 nm,8.25MB,140 W,"Jun 26th, 2017"
Core i7-7820X,Skylake-X,8 / 16,3.6 to 4.5 GHz,Socket 2066,14 nm,11MB,140 W,"Jun 26th, 2017"
Core i9-7900X,Skylake-X,10 / 20,3.3 to 4.5 GHz,Socket 2066,14 nm,14MB,140 W,"Jun 26th, 2017"
Core i3-7100,Kaby Lake,2 / 4,3.9 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Core i3-7100T,Kaby Lake,2 / 4,3.4 GHz,Socket 1151,14 nm,3MB,35 W,"Jan 3rd, 2017"
Core i3-7300,Kaby Lake,2 / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,"Jan 3rd, 2017"
Core i3-7300T,Kaby Lake,2 / 4,3.5 GHz,Socket 1151,14 nm,4MB,35 W,"Jan 3rd, 2017"
Core i3-7320,Kaby Lake,2 / 4,4.1 GHz,Socket 1151,14 nm,4MB,51 W,"Jan 3rd, 2017"
Core i3-7350K,Kaby Lake,2 / 4,4.2 GHz,Socket 1151,14 nm,4MB,60 W,"Jan 3rd, 2017"
Core i5-7400,Kaby Lake,4,3 to 3.5 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Core i5-7400T,Kaby Lake,4,2.4 to 3 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Core i5-7500,Kaby Lake,4,3.4 to 3.8 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Core i5-7500T,Kaby Lake,4,2.7 to 3.3 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Core i5-7600,Kaby Lake,4,3.5 to 4.1 GHz,Socket 1151,14 nm,6MB,65 W,"Jan 3rd, 2017"
Core i5-7600K,Kaby Lake,4,3.8 to 4.2 GHz,Socket 1151,14 nm,6MB,91 W,"Jan 3rd, 2017"
Core i5-7600T,Kaby Lake,4,2.8 to 3.7 GHz,Socket 1151,14 nm,6MB,35 W,"Jan 3rd, 2017"
Core i7-7700,Kaby Lake,4 / 8,3.6 to 4.2 GHz,Socket 1151,14 nm,8MB,65 W,"Jan 3rd, 2017"
Core i7-7700K,Kaby Lake,4 / 8,4.2 to 4.5 GHz,Socket 1151,14 nm,8MB,91 W,"Jan 3rd, 2017"
Core i7-7700T,Kaby Lake,4 / 8,2.9 to 3.8 GHz,Socket 1151,14 nm,8MB,35 W,"Jan 3rd, 2017"
Pentium G4600,Kaby Lake,2 / 4,3.6 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Pentium G4620,Kaby Lake,2 / 4,3.7 GHz,Socket 1151,14 nm,3MB,51 W,"Jan 3rd, 2017"
Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
Athlon 240GE,Zen,2 / 4,3.5 GHz,Socket AM4,14 nm,4MB,35 W,"Dec 21st, 2018"
EPYC 7371,Naples,16 / 32,3.1 to 3.8 GHz,Socket SP3,14 nm,64MB,170 W,"Nov 16th, 2018"
A6-7480,Carrizo,2,3.5 to 3.8 GHz,Socket FM2+,28 nm,,45 W,"Oct 26th, 2018"
A8-7680,Carrizo,4,3.5 to 3.8 GHz,Socket FM2+,28 nm,,45 W,"Oct 26th, 2018"
PRO A6-8570,Carrizo,2,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,Oct 2018
PRO A6-8570E,Carrizo,2,3 to 3.4 GHz,Socket AM4,28 nm,,65 W,Oct 2018
Ryzen Threadripper 2920X,Zen,12 / 24,3.5 to 4.3 GHz,Socket SP3r2,12 nm,32MB,180 W,"Oct 3rd, 2018"
Ryzen Threadripper 2970WX,Zen,24 / 48,3 to 4.2 GHz,Socket SP3r2,12 nm,64MB,250 W,"Oct 2nd, 2018"
Ryzen 5 2500X,Zen,4 / 8,3.6 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Oct 1st, 2018"
Ryzen 5 2600E,Zen,6 / 12,3.1 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
Ryzen 5 PRO 2600,Zen,6 / 12,3.4 to 3.9 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
Ryzen 7 2700E,Zen,8 / 16,2.8 to 4 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
Ryzen 7 PRO 2700,Zen,8 / 16,3.2 to 4.1 GHz,Socket AM4,12 nm,16MB,65 W,"Sep 19th, 2018"
Ryzen 7 PRO 2700X,Zen,8 / 16,3.6 to 4.1 GHz,Socket AM4,12 nm,16MB,95 W,"Sep 19th, 2018"
Athlon 200GE,Zen,2 / 4,3.2 GHz,Socket AM4,14 nm,4MB,35 W,"Sep 6th, 2018"
Ryzen Threadripper 2950X,Zen,16 / 32,3.5 to 4.4 GHz,Socket SP3r2,12 nm,32MB,180 W,"Aug 13th, 2018"
Ryzen Threadripper 2990WX,Zen,32 / 64,3 to 4.2 GHz,Socket SP3r2,12 nm,64MB,250 W,"Aug 13th, 2018"
Ryzen 3 2300X,Zen,4,3.5 to 4.2 GHz,Socket AM4,14 nm,4MB,65 W,"Aug 1st, 2018"
EPYC 7261,Naples,8 / 16,2.5 to 2.9 GHz,Socket SP3,14 nm,32MB,170 W,"Jun 14th, 2018"
Athlon 220GE,Zen,2 / 4,3.4 GHz,Socket AM4,14 nm,4MB,35 W,"Jun 1st, 2018"
Athlon PRO 200GE,Zen,2,3.2 GHz,Socket AM4,14 nm,4MB,35 W,"Jun 1st, 2018"
Ryzen 5 2600H,Raven Ridge,4 / 8,3.3 to 3.6 GHz,Socket FP5,14 nm,4MB,15 W,"May 30th, 2018"
Ryzen 7 2800H,Raven Ridge,4 / 8,3.4 to 3.8 GHz,Socket FP5,14 nm,4MB,15 W,"May 30th, 2018"
Ryzen 5 PRO 2400G,Raven Ridge,4 / 8,3.6 to 3.9 GHz,Socket AM4,14 nm,4MB,65 W,"May 10th, 2018"
Ryzen 5 2600,Zen,6 / 12,3.4 to 3.9 GHz,Socket AM4,12 nm,16MB,65 W,"Apr 19th, 2018"
Ryzen 5 2600X,Zen,6 / 12,3.6 to 4.25 GHz,Socket AM4,12 nm,16MB,95 W,"Apr 19th, 2018"
Ryzen 7 2700,Zen,8 / 16,3.2 to 4.1 GHz,Socket AM4,12 nm,16MB,65 W,"Apr 19th, 2018"
Ryzen 7 2700X,Zen,8 / 16,3.7 to 4.35 GHz,Socket AM4,12 nm,16MB,105 W,"Apr 19th, 2018"
EPYC Embedded 3251,Zen,8 / 16,2.5 to 3.1 GHz,BGA SP4r2,14 nm,16MB,50 W,"Feb 21st, 2018"
Ryzen Embedded V1202B,Zen,2 / 4,2.3 to 3.2 GHz,Socket FP5,14 nm,2MB,15 W,"Feb 21st, 2018"
Ryzen Embedded V1605B,Zen,4 / 8,2 to 3.6 GHz,Socket FP5,14 nm,2MB,15 W,"Feb 21st, 2018"
Ryzen Embedded V1756B,Zen,4 / 8,3.25 to 3.6 GHz,Socket FP5,14 nm,2MB,45 W,"Feb 21st, 2018"
Ryzen Embedded V1807B,Zen,4 / 8,3.35 to 3.8 GHz,Socket FP5,14 nm,2MB,45 W,"Feb 21st, 2018"
Xeon W-3175X,Skylake-W,28 / 56,3.1 to 4.3 GHz,Socket 3647,14 nm,38.5MB,255 W,"Dec 19th, 2018"
Xeon Platinum 8253,Cascade Lake-SP,16 / 32,2.2 to 3 GHz,Socket 3647,14 nm,22MB,125 W,"Dec 11th, 2018"
Xeon Platinum 8256,Cascade Lake-SP,4 / 8,3.8 to 3.9 GHz,Socket 3647,14 nm,16.5MB,105 W,"Dec 11th, 2018"
Xeon Platinum 8260,Cascade Lake-SP,24 / 48,2.4 to 3.9 GHz,Socket 3647,14 nm,35.75MB,165 W,"Dec 11th, 2018"
Xeon Platinum 8260M,Cascade Lake-SP,24 / 48,2.4 to 3.9 GHz,Socket 3647,14 nm,35.75MB,165 W,"Dec 11th, 2018"
Xeon Platinum 8268,Cascade Lake-SP,24 / 48,2.9 to 3.9 GHz,Socket 3647,14 nm,35.75MB,205 W,"Dec 11th, 2018"
Xeon Platinum 8270,Cascade Lake-SP,26 / 52,2.7 to 4 GHz,Socket 3647,14 nm,35.75MB,205 W,"Dec 11th, 2018"
Xeon Platinum 8276,Cascade Lake-SP,28 / 56,2.2 to 4 GHz,Socket 3647,14 nm,38.5MB,165 W,"Dec 11th, 2018"
Xeon Platinum 8280,Cascade Lake-SP,28 / 56,2.7 to 4 GHz,Socket 3647,14 nm,38.5MB,205 W,"Dec 11th, 2018"
Xeon Platinum 8280M,Cascade Lake-SP,28 / 56,2.7 to 4 GHz,Socket 3647,14 nm,38.5MB,205 W,"Dec 11th, 2018"
Core i5-9400,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,"Oct 19th, 2018"
Core i5-9500,Coffee Lake,6,3 to 4.3 GHz,Socket 1151,14 nm,9MB,65 W,"Oct 19th, 2018"
Core i5-9600,Coffee Lake,6,3.1 to 4.5 GHz,Socket 1151,14 nm,9MB,65 W,"Oct 19th, 2018"
Core i5-9600K,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14 nm,9MB,95 W,"Oct 19th, 2018"
Core i7-9700K,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14 nm,12MB,95 W,"Oct 19th, 2018"
Core i7-9800X,Skylake-X,8 / 16,3.8 to 4.4 GHz,Socket 2066,14 nm,16.5MB,165 W,"Oct 19th, 2018"
Core i9-9820X,Skylake-X,10 / 20,3.3 to 4.2 GHz,Socket 2066,14 nm,16.5MB,165 W,"Oct 19th, 2018"
Core i9-9900K,Coffee Lake-R,8 / 16,3.6 to 5 GHz,Socket 1151,14 nm,16MB,95 W,"Oct 19th, 2018"
Core i9-9900X,Skylake-X,10 / 20,3.5 to 4.5 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2018"
Core i9-9920X,Skylake-X,12 / 24,3.5 to 4.5 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2018"
Core i9-9940X,Skylake-X,14 / 28,3.3 to 4.5 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2018"
Core i9-9960X,Skylake-X,16 / 32,3.1 to 4.5 GHz,Socket 2066,14 nm,22MB,165 W,"Oct 19th, 2018"
Core i9-9980XE,Skylake-X,18 / 36,3 to 4.5 GHz,Socket 2066,14 nm,24.75MB,165 W,"Oct 19th, 2018"
Core i9-9990XE,Skylake-X,14 / 28,4 to 5.1 GHz,Socket 2066,14 nm,19.25MB,255 W,"Oct 19th, 2018"
Core i3-8145U,Whiskey Lake-U,2 / 4,2.1 to 3.9 GHz,BGA 1440,10 nm,4MB,28 W,"Oct 1st, 2018"
Core i5-8265U,Whiskey Lake-U,4 / 8,1.6 to 4.1 GHz,BGA 1440,14 nm,6MB,28 W,"Oct 1st, 2018"
Core i7-8565U,Whiskey Lake-U,4 / 8,1.8 to 4.6 GHz,BGA 1440,14 nm,8MB,28 W,"Oct 1st, 2018"
Core i3-8000,Coffee Lake,4,3.6 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Core i3-8020,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Core i3-8120,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Core i3-9000,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Core i3-9100,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,65 W,"Sep 1st, 2018"
Core i5-8420,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,"Sep 1st, 2018"
Core i5-8420T,Coffee Lake,6,1.8 to 3.4 GHz,Socket 1151,14 nm,9MB,35 W,"Sep 1st, 2018"
Core i5-8550,Coffee Lake,6,3 to 4.3 GHz,Socket 1151,14 nm,9MB,65 W,"Sep 1st, 2018"
Core i5-8650,Coffee Lake,6,3.1 to 4.5 GHz,Socket 1151,14 nm,9MB,65 W,"Sep 1st, 2018"
Core i5-8650K,Coffee Lake,6,3.7 to 4.5 GHz,Socket 1151,14 nm,9MB,95 W,"Sep 1st, 2018"
Core i5-9400T,Coffee Lake,6,1.8 to 3.4 GHz,Socket 1151,14 nm,9MB,35 W,"Sep 1st, 2018"
Core i7-8670T,Coffee Lake,6 / 12,2.3 to 3.7 GHz,Socket 1151,14 nm,12MB,35 W,"Sep 1st, 2018"
Core i7-8086K,Coffee Lake,6 / 12,4 to 5 GHz,Socket 1151,14 nm,12MB,95 W,"Jun 5th, 2018"
Xeon E-2124,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14 nm,8MB,72 W,"May 31st, 2018"
Xeon E-2124G,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14 nm,8MB,72 W,"May 31st, 2018"
Core i3-8121U,Coffee Lake-U,2 / 4,2.2 GHz,BGA 1440,10 nm,4MB,28 W,"May 5th, 2018"
Core m3-8114Y,Cannon Lake-Y,2 / 4,1500 MHz,BGA 1440,10 nm,4MB,28 W,"May 5th, 2018"
